사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
24-Jan,7호선,2746,대림(구로구청),21,1,12267,800,9209,3578,15283,7223,22349,19126,17391,14514,12824,17434,13105,20536,14841,16553,16605,17116,17977,15699,18473,16726,18868,18938,20822,24652,21206,24685,13841,16302,10237,11622,8190,12961,6881,10570,3494,5052,430,1321,0,0,0,0,0,0
24-Jan,7호선,2747,남구로,149,2,17893,1550,15428,8856,28236,32452,34501,100372,23869,46866,15802,20045,14725,15313,15949,14340,15584,16124,14787,14649,17049,17207,21684,23544,48263,31609,78015,31882,32699,23016,17696,15677,12049,16716,7620,14639,3601,7454,494,1998,0,0,0,0,0,0
24-Jan,7호선,2748,가산디지털단지,701,3,7730,5496,10107,30042,23875,149155,27629,418493,19518,233967,18342,66571,22336,36281,28926,33384,33851,35833,41927,31164,54770,27375,80469,26137,228790,29085,338161,36426,132506,25565,72437,15411,53768,12532,29334,11375,12730,7866,1590,2624,0,0,0,0,0,0
24-Jan,7호선,2749,철산,17,0,9856,5326,30761,12674,86728,15970,85521,32766,47248,26511,30826,20277,28375,20674,32007,22579,28989,25095,26200,25800,27094,30224,34088,37661,35763,57498,38443,91655,21081,74134,18221,40326,17406,34838,15253,30545,6901,19015,1298,5387,0,0,0,0,0,0
24-Jan,7호선,2750,광명사거리,138,1,19173,5420,28706,12189,75804,15282,83785,23107,43309,21433,29139,23033,27795,26800,30642,28635,31389,31575,30954,31993,31813,36444,35882,40567,35872,52541,32471,77653,21512,62406,15224,33261,11253,28253,8605,23328,3653,14934,669,4383,0,7,0,0,0,0
24-Jan,7호선,2751,천왕,23,1,8398,993,18702,5558,52490,8088,60208,14093,32562,8162,19307,6785,15509,8262,15527,10497,14745,11699,12869,12705,12049,16303,13731,20392,14145,29014,14480,48245,6830,39690,5091,22308,4257,18166,3020,15777,1159,10130,306,2789,0,110,0,0,0,0
24-Jan,7호선,2752,온수(성공회대입구),117,2,8316,651,18132,3042,45031,6852,52784,13321,22976,7193,12872,5775,11393,5760,11416,6901,10536,8045,9117,8435,8777,11209,10031,14148,11741,21743,12500,39371,5293,30785,4137,18174,3848,14583,2523,12905,1601,8573,260,4251,3,915,0,0,0,0
24-Jan,7호선,2753,까치울,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Jan,8호선,2811,암사,41,0,15081,785,28598,4624,81053,8034,109734,19075,52328,13380,29796,11542,25482,13802,27269,16526,24620,18674,21188,21428,20182,26919,21174,33432,22386,45510,22319,75104,13156,61937,10276,35255,7920,28286,5092,29008,2150,15740,417,4122,0,657,0,0,0,0
24-Jan,8호선,2812,천호(풍납토성),62,1,9781,1769,16561,12977,42277,14184,60049,30757,33593,24631,20660,18696,19212,19838,20789,21875,21718,24249,21486,26354,23760,29510,27510,32777,31628,46209,33684,72369,20885,49156,17403,29337,13013,24502,9735,20911,4998,11648,1162,4079,1,243,0,1,0,0
24-Jan,8호선,2813,강동구청,27,0,5001,846,11472,5871,30816,15053,43086,34788,24642,15395,16420,10860,14843,10443,15188,11608,15320,13769,14621,13668,14670,15513,16658,19107,20572,23702,28672,39281,11331,28268,8163,17610,7053,16186,4971,14122,2068,7695,445,2478,1,0,0,0,0,0
24-Jan,8호선,2814,몽촌토성(평화의문),4,1,1481,2576,4198,8763,12605,10560,21119,31230,12431,13795,8020,9251,7763,8097,8583,8295,8875,8656,9657,7830,10585,8553,15897,10500,17709,13102,26195,19295,10094,15376,8282,8592,8335,8151,5680,6852,2806,4049,543,1352,0,4,0,0,0,0
24-Jan,8호선,2815,잠실(송파구청),9,4,1555,2786,4647,10814,9325,33215,12949,86869,10156,49191,9904,34951,13894,36302,16241,34791,20470,35795,26914,33136,36437,32628,41793,33696,53498,39347,76390,46676,44073,23426,41414,12876,39857,9202,28170,6920,9237,4136,1721,1525,0,68,0,0,0,0
24-Jan,8호선,2816,석촌,9,0,2386,752,5753,4137,15404,8160,25984,22225,14121,20789,10756,13080,10721,14000,12121,14573,13075,15221,13186,15552,13755,16215,14767,17600,18732,23262,21263,33457,12311,20881,11206,13000,11505,10459,9413,9008,4037,5629,629,2272,1,54,0,0,0,0
24-Jan,8호선,2817,송파,6,1,3378,663,9757,6784,30053,9027,38313,19739,22255,11536,16445,9272,15273,8837,15231,10520,15129,12189,13482,13534,14257,15951,15882,17862,17042,22674,19270,34381,10331,26310,7145,15669,5453,14311,4741,12847,1863,6872,293,2058,0,176,0,0,0,0
24-Jan,8호선,2818,가락시장,134,2,3619,2592,5543,7246,11117,14479,13928,40641,10817,17342,9933,12417,11090,12339,11241,12600,12176,12645,13878,12636,15878,12805,15732,15143,21165,17505,29752,23201,13509,16436,11981,9833,12232,9019,10052,7016,4489,4377,945,2331,1,442,0,0,0,0
24-Jan,8호선,2819,문정,2,0,2297,3511,7880,13646,23596,58552,34760,186283,20455,84792,16427,30130,18132,20009,20295,19292,23566,22065,27133,20128,30250,20069,36166,21985,92329,25682,138586,39715,48107,29361,31254,15604,26045,14830,18337,12533,7013,7270,1276,1982,0,0,0,0,0,0
24-Jan,8호선,2820,장지,7,0,6321,2843,18520,11830,45744,26636,56889,46015,32311,29876,21681,19705,18975,20010,20232,19482,21890,19517,21451,20765,25113,24174,30646,26170,47253,33243,50219,52112,24782,35500,22106,21952,16210,17835,8718,16598,3340,9537,507,2419,0,0,0,0,0,0
24-Jan,8호선,2821,복정,24,0,4095,2260,10636,8346,27863,10618,37763,16346,21238,8683,13734,7568,10569,6209,12021,7998,10583,7699,10326,8063,11629,10090,14283,12973,20380,19629,23039,30882,12280,21380,7897,13711,6812,11856,5134,11027,2070,4646,472,1058,0,0,0,0,0,0
24-Jan,8호선,2822,산성,24,1,5001,572,10534,1900,28397,2543,33298,5731,16739,4641,10956,4761,9292,4643,8868,5329,8656,6119,7174,6943,7300,9324,7431,11559,7771,15687,6577,28754,3471,24408,2391,14352,1906,12748,1373,11530,718,6697,165,2434,0,3,0,0,0,0
24-Jan,8호선,2823,남한산성입구(성남법원.검찰청),110,10,11081,1644,21587,4973,50276,10414,65675,19523,33565,11563,21313,9406,18807,9241,18891,10591,17355,12169,15581,13069,15175,17869,15826,21550,19575,27646,20589,48293,9495,36699,6060,23300,4750,21621,2988,19204,1190,10660,233,4047,0,0,0,0,0,0
24-Jan,8호선,2824,단대오거리,36,0,9425,1590,19163,6156,48967,10704,57449,20792,28569,9709,18295,8817,16450,9711,17070,10803,15922,11898,14106,13891,13918,18316,15364,22066,19311,28592,23120,48789,10387,39242,7115,22381,5096,19995,3396,19744,1448,10898,387,3539,0,58,0,0,0,0
24-Jan,8호선,2825,신흥,0,0,3931,477,7378,2199,17643,3266,23039,6642,12511,4600,7963,5270,7255,5807,7354,7655,7563,9419,7759,9158,8739,9961,9715,11572,9287,13636,8889,20850,4990,17256,4131,10404,3038,8751,2326,7714,878,4741,237,1260,0,176,0,0,0,0
24-Jan,8호선,2826,수진,4,0,4229,539,6863,2457,15491,3867,22652,8152,13334,6964,8910,6421,8281,6972,9292,6915,9202,8460,8555,8165,9150,9066,10194,9755,9005,11024,8423,17198,4833,13459,3865,8620,3496,7777,2666,6619,1018,4709,237,1109,1,223,0,0,0,0
24-Jan,8호선,2827,모란,13,0,2525,556,2937,3307,8517,4087,10656,9059,6884,6067,6451,6134,7489,6858,9133,7435,10222,7443,9986,6913,11024,7507,11926,7679,11428,7699,12046,11615,6624,6531,4938,4160,4652,3897,3798,3289,2570,2199,761,1375,1,366,0,0,0,0
24-Jan,8호선,2828,남위례,3,1,1658,919,6628,3450,20516,7772,24798,21602,13764,12189,9347,7065,8478,6354,9044,7001,9227,8670,8795,8389,10181,9414,11265,11767,16637,15241,19694,25970,8234,19983,6966,10637,6842,9617,5185,8681,2152,5734,684,1890,0,0,0,0,0,0
24-Jan,9호선,4101,개화,16,8,2024,155,7818,2814,16347,3659,10640,4748,4198,2745,2639,1665,2347,1838,2187,1819,2174,1767,2397,1906,2816,2196,4037,2131,5916,3271,5947,7013,2208,6182,1377,2866,1420,2117,495,1660,325,1166,78,506,1,55,5,5,0,0
24-Jan,9호선,4102,김포공항,1,0,819,2377,3008,14294,10827,16144,11249,19594,7242,17207,7598,21951,10919,22373,10441,22556,12417,25034,16560,23550,18654,21251,16110,23725,18028,28444,21158,25737,16233,15457,13133,5865,11536,3434,11288,2834,3707,1818,116,1226,0,150,0,0,0,0
24-Jan,9호선,4103,공항시장,6,0,3361,211,4751,1204,9580,1927,12034,4525,6232,3198,4927,3301,4365,3357,4955,3975,4744,4179,4439,4398,4189,5218,4398,6889,5124,7975,4756,12615,3076,9555,2694,6105,2150,6211,1725,5637,850,3632,183,1376,0,14,0,0,0,0
24-Jan,9호선,4104,신방화,4,0,5212,535,12248,2362,28466,3758,28527,10731,15332,8072,11291,6325,10384,6319,12104,8260,10595,8824,9346,8798,8885,11780,10284,13145,10187,15327,10948,28350,6539,21933,4822,14177,3473,11456,2757,11290,1213,6649,223,2636,0,0,0,0,0,0
24-Jan,9호선,4105,마곡나루(서울식물원),10,1,4712,1526,9996,15163,30663,24022,31256,60410,15434,26084,11875,14635,12856,13707,14897,13337,15879,14749,16277,14617,18745,14745,25815,17103,44958,26244,53518,39741,25063,31717,19687,17778,18965,16302,15547,14007,7576,9807,1077,3609,1,318,0,0,0,0
24-Jan,9호선,4106,양천향교,1,0,4795,1276,11323,9897,31881,13486,34483,42095,15600,16570,11797,8850,12127,8668,13173,9166,12859,10198,12160,10467,13736,11159,17495,12099,24283,19727,35313,30418,12144,27388,7892,16944,6649,15614,4661,13884,2087,9926,421,3045,0,134,0,0,0,0
24-Jan,9호선,4107,가양,99,0,15221,1692,28765,8582,82748,26722,81027,55473,45429,31856,32877,20262,31285,19888,34135,21637,31057,25770,27553,26626,28667,31636,33567,37360,45272,45566,53905,75294,23508,67454,16419,38216,13347,33291,10514,30879,3932,18896,625,6346,0,87,0,0,0,0
24-Jan,9호선,4108,증미,1,0,2713,603,8203,2569,24661,11701,27087,51661,12815,17481,8670,7424,8763,5924,9125,6454,9196,7220,8464,6920,8548,8679,9572,9583,24115,12413,40494,21380,10987,18311,6359,9265,4688,8565,2595,8060,1091,4841,210,1659,0,1,0,0,0,0
24-Jan,9호선,4109,등촌,15,0,6600,911,16322,3175,50358,8192,59047,18511,26514,13805,18609,10231,17868,11498,18091,12935,17362,14449,16161,15570,15485,17687,16475,22083,18487,29513,20480,50363,10440,39763,7893,23747,6226,18798,5135,15494,2330,10305,426,3033,1,0,0,0,0,0
24-Jan,9호선,4110,염창,10,0,12373,746,27590,4597,81392,8398,88904,22407,47823,12554,30007,11149,24215,11624,25337,14320,23363,16577,19149,17943,19105,23900,20224,29328,23527,45613,26699,78676,13948,65958,10559,41210,9666,34256,7403,31519,2999,21138,506,5412,0,287,0,0,0,0
24-Jan,9호선,4111,신목동,3,0,2817,357,6892,1875,21277,3946,20452,7010,9674,3493,7367,3248,5942,3199,6402,3641,5569,4535,4966,4665,5229,4956,6144,6470,6826,9518,6416,15368,3025,13438,2148,7215,1739,7013,1518,6036,606,3986,147,1267,1,25,0,0,0,0
24-Jan,9호선,4112,선유도,1,0,2095,1259,6592,4009,23557,14518,28574,48208,13389,22446,9002,8630,9230,8244,10252,7680,10090,9423,10097,7851,10343,9169,13140,9829,28141,14046,41957,23229,14706,18626,8576,10716,6828,9288,5333,8724,2048,4755,347,1661,0,0,0,0,0,0
24-Jan,9호선,4113,당산,80,0,8991,1446,19094,7283,57028,16556,66821,48557,37485,24794,27017,16740,25665,18801,28012,19728,27694,22001,25297,22512,25938,25367,28703,31647,39817,47602,52258,73431,25230,57418,21122,35545,19455,32918,17578,30683,8476,20451,1456,5341,0,140,0,0,0,0
24-Jan,9호선,4114,국회의사당,4,1,949,1948,2689,10505,5120,50305,7663,160976,6982,75009,8867,27754,13237,22032,15987,20357,19703,21956,25255,17074,25791,11381,36611,11473,79178,14332,112850,14203,40581,8686,25620,5493,25144,4786,16617,3996,5313,2413,813,682,0,0,0,0,0,0
24-Jan,9호선,4115,여의도,26,0,2886,2939,4271,27416,9553,153689,11067,182831,11117,85100,14012,38004,21226,37563,22214,33963,29254,37486,34999,29615,44425,28414,63302,27590,163573,30066,167931,31775,82053,17958,66450,10271,49471,8509,28330,7785,10105,4261,1382,2044,0,151,0,0,0,0
24-Jan,9호선,4116,샛강,15,0,1136,1019,2189,4259,4981,17565,6948,42843,5357,15527,5203,9533,6428,8675,7264,7941,8458,8150,9417,8056,10507,7093,12661,8384,23146,11021,34862,14062,13397,8755,11630,4733,10586,3957,7636,3564,3829,2102,790,847,0,3,0,0,0,0
24-Jan,9호선,4117,노량진,395,5,17306,1881,24725,13299,66108,36318,93422,63602,51576,37692,32470,23404,32012,25966,35300,30893,39592,35045,35069,31789,33769,35995,37106,43455,49325,61800,51296,96102,31014,65925,31910,40679,37780,39690,42139,36963,14100,21841,1598,5741,0,0,0,0,0,0
24-Jan,9호선,4118,노들,15,0,3888,266,5851,1286,17861,2266,23620,3619,13408,3347,8992,3433,7051,3348,7398,4455,7096,4573,6297,4842,5439,7038,5951,7800,6762,9955,6039,17897,3459,11640,2381,8338,1849,7205,1411,6992,657,4117,202,1145,0,2,0,0,0,0
24-Jan,9호선,4119,흑석(중앙대입구),1,0,3399,888,6072,4852,18787,11678,24628,19045,15824,14296,12661,12280,14674,10284,14044,12906,15259,14051,14369,12554,16060,13911,17417,15483,23187,20224,15538,30012,9800,20599,8532,13326,8121,10959,7296,10727,3199,7319,610,2154,0,4,0,0,0,0
24-Jan,9호선,4120,동작(현충원),5,0,1030,273,1435,1737,4376,1850,5438,3306,3285,2550,2685,3029,2884,2441,3333,1988,3176,2173,3634,2250,3035,2061,3537,2231,3570,2899,3950,4276,1796,2870,1386,1796,1213,1616,896,1739,502,1397,80,721,2,238,0,0,0,0
24-Jan,9호선,4121,구반포,0,0,225,281,486,3026,1263,2174,1989,4263,1198,3641,1012,1758,1223,1344,1510,1748,1628,1951,1972,1588,2264,1477,3397,1914,5138,1880,4545,2566,1982,1260,1191,729,925,821,1042,712,224,387,60,195,0,0,0,0,0,0
24-Jan,9호선,4122,신반포,2,0,790,487,2411,7129,7503,7844,10459,10650,6994,7354,5332,5664,5327,4167,6061,4792,6426,5901,5800,5491,8387,5991,10461,6095,11870,7478,10762,11264,5804,7847,3790,4515,3964,4195,2212,4153,651,2383,167,816,0,0,0,0,0,0
24-Jan,9호선,4123,고속터미널,22,1,2524,1288,6102,13525,18458,18063,25068,30149,20888,30947,18505,35582,20857,37342,23114,37376,25271,39443,27849,40862,31769,41295,34902,44211,38299,47640,36888,54523,30010,37181,26758,23609,19510,22000,16327,19608,5619,9971,778,1992,0,0,0,0,0,0
24-Jan,9호선,4124,사평,0,0,1018,282,3160,1855,11046,4024,14203,8160,8593,4388,6601,3437,6443,3737,6544,4833,6803,5691,5649,5770,5873,6135,7392,7228,8442,9741,8821,13051,4898,9696,3184,6552,2264,5961,1802,6228,606,3094,147,904,0,0,0,0,0,0
24-Jan,9호선,4125,신논현,106,3,4387,1381,12944,15138,32357,39132,40542,88687,31140,103914,27202,58332,32139,45904,38623,46478,42749,51830,45948,49349,52464,47862,63789,54317,85824,73912,113488,101390,82075,59117,61525,30532,69318,24539,62190,19790,32616,11851,5188,3461,3,258,0,0,0,0
24-Jan,공항철도 1호선,4201,서울역,277,4,2917,1499,3847,13690,12296,20899,14931,31722,14840,26168,16236,21341,19542,21381,23842,22880,25793,21017,19381,18005,27211,19869,27730,21111,34572,23593,36599,23397,27202,20582,19056,13266,22234,10978,16733,8864,9250,4344,79,2453,2,0,0,0,0,0
24-Jan,공항철도 1호선,4202,공덕,100,0,1920,163,2512,1760,6570,4069,7132,12382,4258,6088,3660,3911,3936,4545,3877,4617,3798,5083,3577,4486,3618,5521,4473,6750,6790,9727,10744,14349,4794,9040,3894,6063,3680,5895,3217,5564,1395,4070,76,1623,2,0,0,0,0,0
24-Jan,공항철도 1호선,4203,홍대입구,259,16,5291,383,5205,4005,10001,10155,14104,26417,11085,27473,12043,23612,13803,28718,16025,34430,18371,35854,21409,30283,26617,30432,33527,30660,42189,33738,46433,40958,36964,26113,34211,13856,38701,11338,33614,10118,15166,7227,1212,2309,1,0,0,0,0,0
24-Jan,공항철도 1호선,4204,디지털미디어시티,170,0,4093,975,8799,8211,22679,33506,23952,93563,13323,43778,9541,16150,10377,12882,11851,12554,13069,12623,13013,10607,15915,11479,20966,13047,53834,19921,89863,30659,35912,21045,20741,11679,17680,9777,13547,9595,6500,6092,811,2650,6,1,0,0,0,0
24-Jan,공항철도 1호선,4206,마곡나루(서울식물원),11,1,2406,2067,5091,23320,13772,34153,15590,72459,7830,31853,5375,12471,6340,7599,7410,8646,7257,11470,7758,9004,12133,6728,24170,7764,71224,13271,59920,20549,22301,11318,13563,6842,10144,6044,16903,6059,2602,3873,389,2324,18,26,0,0,0,0
24-Jan,공항철도 1호선,4207,김포공항,16,0,1827,2132,3599,11749,6853,19383,12224,17809,15808,10240,17018,10567,21851,10633,16831,11363,19831,12103,24699,10070,23131,9274,18403,10136,22139,12521,29949,9877,19227,6290,16676,2568,19417,1574,18808,1365,7061,994,201,723,2,47,0,0,0,0
24-Jan,공항철도 1호선,4208,계양,14,0,13744,966,36836,3404,76805,4812,57831,7160,34048,6260,23419,4846,20388,5935,19324,6742,16075,9619,13173,11911,12389,15089,14174,21735,13851,31677,11135,60808,6696,57147,4534,34212,3679,29488,2682,27096,1259,17428,202,5036,2,0,0,0,0,0
24-Jan,공항철도 1호선,4209,검암,1183,0,8134,398,14756,2110,35215,7935,25882,15881,13033,5198,8991,3919,9259,3530,8779,4303,7450,5179,6837,5708,6566,7122,8113,10370,9396,14484,12597,26747,4659,26083,3632,15086,3025,12848,2329,12394,1021,10131,161,4680,0,0,0,0,0,0
24-Jan,공항철도 1호선,4210,청라국제도시,135,0,7197,265,18309,4218,34838,7623,21454,19637,12051,5850,9834,3662,11073,3667,10385,4297,8548,5387,8318,6294,8290,7141,10270,10127,15445,14563,21214,25214,6352,25785,4238,16622,3260,14378,2782,15354,1127,9430,144,4000,0,0,0,0,0,0
24-Jan,공항철도 1호선,4211,운서,124,3,15679,792,20467,7469,30263,12928,26446,13086,13685,10433,13451,6059,16683,6675,16613,8556,13296,9683,11439,12654,12300,14076,14376,16854,16679,20532,14096,33795,7881,26631,6818,20779,6664,19949,5798,20234,2438,14616,284,4744,0,0,0,0,0,0
24-Jan,공항철도 1호선,4212,공항화물청사,5,0,715,936,1424,7509,2013,12091,2217,21409,1817,3220,803,1590,808,2505,1071,2925,1181,1432,2017,1053,2958,1307,5038,1330,11436,1734,15968,1118,3493,1363,1981,1890,2722,1013,2616,396,602,115,7,81,0,0,0,0,0,0
24-Jan,공항철도 1호선,4213,인천공항1터미널,0,0,8552,10096,11519,18728,14351,33624,17122,33246,14887,23206,14763,24642,15588,31041,21159,36794,22401,25110,26245,22063,36768,18838,28126,22013,29192,22820,34608,18112,23219,18804,21448,11406,26297,8983,27237,5324,11449,5343,125,4241,0,0,0,0,0,0
24-Jan,공항철도 1호선,4215,인천공항2터미널,0,0,5440,6165,6920,12555,7676,19334,9222,18527,8497,10464,5821,10830,6643,12762,7892,15967,8571,11475,13887,9966,14400,9915,17820,9789,20659,10523,21883,6615,11690,3533,14609,2750,12195,2243,8980,1917,2465,1416,0,1985,0,0,0,0,0,0
24-Jan,공항철도 1호선,4217,영종,11,1,3546,148,11099,1703,15443,2620,11582,3382,8433,2686,8300,2648,7994,3805,7474,3734,6090,3672,5712,5295,5562,7530,6467,7873,6288,9017,4053,14797,2731,14176,2185,8937,2063,9053,1658,7829,756,6728,143,2244,0,0,0,0,0,0
24-Jan,9호선2~3단계,4126,언주,1,0,1301,1418,3110,11734,6844,25113,10599,75578,9680,53859,9891,26242,11420,14503,13363,13351,13592,16029,16256,13492,19950,13329,27083,12204,48043,13520,65927,15788,33645,11630,17644,6881,13711,6992,10060,5155,3861,3612,699,1142,0,53,0,0,0,0
24-Jan,9호선2~3단계,4127,선정릉,1,0,1009,1197,4065,6878,8434,19972,10624,64863,8453,48921,7026,21167,8196,13660,10294,11750,10778,13131,12130,11334,13617,9949,17628,10425,34692,12774,57672,14842,30887,10832,15465,7691,13021,7004,9843,6575,3903,3680,780,1360,0,6,0,0,0,0
24-Jan,9호선2~3단계,4128,삼성중앙,0,0,1078,691,3327,4048,5883,19082,8268,47764,6616,37230,6140,15047,6682,8692,8590,8805,9692,9156,9545,7716,10508,8321,14392,8747,28744,11207,45944,14215,21506,9965,12469,5492,10805,4783,6921,4615,2786,2732,575,1020,0,1,0,0,0,0
24-Jan,9호선2~3단계,4129,봉은사,2,0,1658,2068,5305,15096,9181,43581,10733,123834,9205,84263,10080,41909,14930,38148,20107,35534,25510,35713,30323,32296,36845,27605,50063,25573,80215,27577,118380,26894,55886,16078,39459,9039,35927,7583,23419,5463,6196,3238,853,888,0,0,0,0,0,0
24-Jan,9호선2~3단계,4130,종합운동장,2,0,1189,209,3802,1880,9894,6049,12587,13506,9188,9473,6174,5633,6087,5886,6428,6052,7040,6950,6820,6833,6797,7150,8932,7939,11599,12011,14494,18347,7153,12138,8133,6878,8184,6950,6280,5418,2805,3401,436,921,0,5,0,0,0,0
24-Jan,9호선2~3단계,4131,삼전,11,0,4628,606,7981,3215,22761,4939,39152,13020,24682,8112,12940,5904,10639,6297,11011,7860,10691,8574,9788,9230,9866,10573,10926,13055,12876,17660,15437,30985,7647,25582,6209,14500,5213,14584,4018,11935,1824,7759,340,2483,0,524,0,0,0,0
24-Jan,9호선2~3단계,4132,석촌고분,4,0,3091,672,7004,2641,19328,4527,33195,17115,20865,10909,11250,6734,10199,6068,10944,7695,10048,8682,9245,8423,9418,9833,10206,11186,12480,15960,17843,27377,7372,22512,5736,13255,5173,12696,3831,10307,1496,6975,275,2290,0,17,0,0,0,0
24-Jan,9호선2~3단계,4133,석촌,0,0,3017,495,9490,2693,24097,5138,34352,13498,24120,13205,14163,9109,12573,9360,13762,10365,14682,11654,13607,11068,13234,11852,15138,14989,16539,20199,19048,34408,11816,25875,10494,15495,10432,13006,8817,13706,3781,7458,655,2172,0,7,0,0,0,0
24-Jan,9호선2~3단계,4134,송파나루,1,0,2239,313,4741,1721,13808,4782,21160,12741,12806,9414,7884,5684,6612,7572,7359,8089,7952,8773,7900,8263,8322,9026,8772,12227,10442,16030,14930,27243,8013,18477,7711,9521,8194,7407,6706,7100,2569,4030,585,1631,0,1,0,0,0,0
24-Jan,9호선2~3단계,4135,한성백제,0,0,1019,187,3276,1226,8289,2325,12182,7720,6725,4502,4002,3315,3584,3136,3993,3406,4736,3423,4532,3504,4335,3508,4866,4045,6153,6312,8679,9597,3231,7816,2979,4250,2460,4009,1919,3571,632,2226,110,850,0,0,0,0,0,0
24-Jan,9호선2~3단계,4136,올림픽공원(한국체대),0,0,1876,577,6606,5645,16827,5666,20812,12588,13616,9154,8998,7926,8973,8724,10209,11378,9285,12458,9240,13258,10957,15048,15709,17598,14640,18249,17324,22315,15015,19382,16829,11388,12270,10379,8087,9160,1549,6295,132,1768,0,19,0,0,0,0
24-Jan,9호선2~3단계,4137,둔촌오륜,0,0,344,216,1255,2470,3293,1501,3763,1907,2160,1382,1301,862,1529,965,1323,954,1620,1102,1576,991,1456,1285,2572,1675,2564,2151,1648,3154,740,2634,573,1522,580,1445,418,1559,198,814,49,346,0,33,0,0,0,0
24-Jan,9호선2~3단계,4138,중앙보훈병원,0,0,3816,719,17410,9270,48380,13130,51101,21408,30178,14832,21337,15033,19643,9742,17945,11296,13930,15966,17898,12901,20067,12769,20352,13068,22251,20074,16804,35731,6477,31272,4979,17562,4039,16402,2949,16305,972,8254,178,2559,0,201,0,0,0,0
24-Jan,우이신설선,4701,북한산우이,5,0,1333,498,3249,1406,8661,2071,8577,5091,5413,6871,3980,7501,4645,6368,5895,5659,6675,4676,6814,4100,6676,3885,5913,3981,4440,4100,3633,5388,2119,4862,1511,2991,1295,2449,757,1840,436,1117,157,503,0,35,0,0,0,0
24-Jan,우이신설선,4702,솔밭공원,22,1,2180,186,3937,912,10796,1128,11165,2237,7292,2363,5275,2604,4508,2750,4926,3377,4501,3711,3890,3929,3971,4492,3519,5217,2953,5954,2550,8114,1608,8095,1153,5178,845,4318,727,3642,302,2780,66,670,0,8,0,0,0,0
24-Jan,우이신설선,4703,4.19민주묘지,0,0,1441,338,3052,894,7936,1629,10001,4530,6294,3770,4975,3598,5535,3876,5654,5013,5871,4688,5381,4301,6055,4634,5632,5342,5557,5949,3868,7375,2406,7468,1906,4516,1484,3525,948,3127,366,2358,119,647,0,0,0,0,0,0
24-Jan,우이신설선,4704,가오리,6,0,2750,291,5843,1171,15420,2872,17812,6037,11788,4544,8516,4519,7935,5035,7987,5522,7602,6522,6209,6402,6527,8110,6121,9578,6021,10433,5182,13896,3710,13690,2132,7880,1682,7049,1111,6051,574,3654,138,1008,0,0,0,0,0,0
24-Jan,우이신설선,4705,화계,6,0,1931,503,4107,1178,12132,1859,14362,5131,8879,4733,6627,4743,6730,4805,7777,5206,6905,5300,6055,5262,5329,6186,5222,6945,4852,7471,4628,10483,3116,9901,1968,6027,1265,5050,906,4130,505,2479,200,834,0,0,0,0,0,0
24-Jan,우이신설선,4706,삼양,0,0,1208,370,2654,1225,6267,1275,7796,3170,4805,2381,3872,2690,3852,2640,4052,3151,3946,3776,3504,3578,3220,4822,3409,4905,3111,4919,2571,6329,1897,5854,1180,3412,750,3177,512,2361,226,1380,57,542,0,0,0,0,0,0
24-Jan,우이신설선,4707,삼양사거리,2,2,1284,423,2803,1589,7135,1725,9019,3948,6135,3309,4961,3250,4687,3457,5319,3911,5287,4475,4092,4712,4119,5842,4178,6054,4016,5876,3817,7478,2694,7026,1823,3888,1345,3129,995,2670,396,1436,131,481,0,0,0,0,0,0
24-Jan,우이신설선,4708,솔샘,4,0,3145,318,10788,1521,29706,2717,29588,4350,17308,3135,11694,3289,10028,3909,10281,5577,9068,6192,7150,7017,7078,9104,6944,11442,6266,14550,5359,24403,3412,23014,2168,12577,1710,11658,1433,10406,633,5913,147,1965,0,0,0,0,0,0
24-Jan,우이신설선,4709,북한산보국문,1,0,2558,486,7422,2271,20601,3982,22331,9006,16157,7338,11920,5259,10733,5300,10982,6867,11007,7436,9623,7812,8908,10025,10275,12184,10899,15247,10192,21316,5322,19060,4095,12302,3688,10534,2431,9772,1341,5993,441,1476,0,0,0,0,0,0
24-Jan,우이신설선,4710,정릉,4,2,1913,439,5167,1846,13690,2917,16325,6727,13384,4411,9786,3863,8978,4422,9234,5691,8947,5851,7726,6478,7669,8108,7708,10163,7667,11418,7933,16554,4136,13049,2862,8024,2361,7249,1733,6051,920,3288,263,1011,0,0,0,0,0,0
