사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
24-Jan,경부선,1727,두정,1032,7,5888,1506,9634,3865,16853,7978,15512,9959,12370,10583,10504,8107,10274,8341,10854,10155,10206,11425,9881,9725,11464,8912,12966,13243,15039,15854,15708,22544,8550,16591,6409,12063,5554,8981,3885,8581,2366,7005,35,1892,0,0,0,0,0,0
24-Jan,경부선,1728,천안,1924,4,3112,692,5454,2770,10259,5549,9274,11141,13324,11989,10760,9634,12512,12154,12531,13532,11475,13141,14216,12336,13625,12945,14763,13469,13920,16992,13144,18146,8513,10756,7031,8503,5094,5992,3066,4727,2101,2775,31,1984,0,0,0,0,0,0
24-Jan,경부선,1729,당정,10,1,4096,978,10595,2975,25185,8872,22010,14560,11386,6380,8384,4093,7921,4713,9397,4732,7938,5193,6896,5552,7902,7131,7863,9336,10502,12726,14151,20671,5289,17472,4085,11625,3293,9466,2494,9139,1085,5733,89,1121,0,0,0,0,0,0
24-Jan,경부선,1749,서동탄,0,0,1252,10,5781,883,10263,1696,4053,1254,2671,762,1944,702,1904,1013,1658,1039,1754,1151,1492,1291,1809,2125,1725,2333,2011,2957,2161,5389,948,5908,695,2872,462,1838,368,2373,124,1500,7,1330,0,0,0,0,0,0
24-Jan,경부선,1750,광명,0,0,15,1440,3778,2875,11538,6920,10514,7343,6763,6242,4304,4056,7680,2717,5479,7917,5071,174,3488,8395,6929,4560,7502,5201,10036,7414,10996,13142,8924,7342,3235,4351,7541,2970,2308,4429,1016,34,5,4,0,0,0,0,0,0
24-Jan,경인선,1801,개봉,1202,3,18454,5546,37188,11518,92581,13578,85246,21886,50361,19460,36317,16630,32663,19112,33619,23378,30984,25470,27663,27337,26815,34650,29920,45777,31568,60087,29569,89388,17912,70770,14436,42520,11284,37442,8965,31125,3435,18391,58,1204,0,0,0,0,0,0
24-Jan,경인선,1802,오류동,412,4,12719,1931,18979,4750,47748,5102,45441,11389,27004,10019,21179,8769,19421,9098,19629,11942,17660,13258,15412,14730,15120,17822,15290,21745,15352,28435,13428,43523,8081,38048,5897,22689,5251,19730,3609,16755,1724,10914,50,1362,0,0,0,0,0,0
24-Jan,경인선,1803,역곡,793,18,26747,2969,44611,9610,116257,12368,110283,27941,61768,22680,42267,19933,37274,22334,38348,25981,37435,27871,31003,32313,30349,38239,32619,54281,33443,70698,32725,114043,20370,94640,15777,49626,13352,48739,11394,39302,4675,27030,289,3153,0,0,0,0,0,0
24-Jan,경인선,1804,부천,2581,32,38020,3916,42192,11556,100730,16701,99572,37080,59772,36997,44568,39953,46273,40865,48677,49055,48596,54807,48961,52217,52473,56984,55565,63333,55977,87079,56058,113517,35504,96584,30549,54951,27502,48116,22818,37526,11069,25663,765,4545,0,0,0,0,0,0
24-Jan,경인선,1805,송내,1488,2,17071,7343,38587,14562,105569,27040,88260,75145,47943,38846,35358,23497,36279,21599,34979,24754,33376,26620,30292,26848,32605,31311,35939,40222,45904,57137,76435,89925,28990,84151,22238,47345,19091,40100,14444,33322,6633,21700,591,3120,0,0,0,0,0,0
24-Jan,경인선,1806,부평,8238,98,22830,4612,35972,11050,81266,18107,76436,32274,45728,37710,38476,35216,39745,40043,43671,48837,43938,53832,44913,53945,51070,55085,55910,66218,59218,79970,53696,116481,39101,96662,36324,53150,36101,43668,32157,34040,18140,23287,2788,6856,0,2,0,0,0,0
24-Jan,경인선,1807,백운,73,2,8548,1290,15450,2446,29944,3539,26569,8492,16317,6021,13220,5548,12589,7210,12388,8113,11205,8826,10300,9366,9497,11771,9740,14509,10198,18093,9023,25928,4667,25765,3652,13832,3399,13507,2399,10451,1306,6944,142,2378,0,0,0,0,0,0
24-Jan,경인선,1808,동암,425,2,19387,3009,30528,7558,57817,12345,54286,17114,32196,14258,25995,13567,24044,16403,26093,19438,23854,18455,21667,20349,21812,23477,23140,29833,24129,43124,22324,56989,13588,52943,10808,32934,9731,28128,7509,24605,3705,14424,346,4712,0,0,0,0,0,0
24-Jan,경인선,1809,주안,807,26,13915,3782,28837,7848,60378,16367,52730,26108,33456,19141,27166,16122,29330,16231,31704,20303,28776,20052,26486,22246,28227,22271,31956,30834,36058,37302,33719,55533,19923,59952,17541,32243,16177,28008,12336,25242,6634,17885,777,5496,0,0,0,0,0,0
24-Jan,경인선,1810,제물포,797,12,7698,2094,16522,5302,36579,10741,31344,25295,18380,11703,15009,8877,15527,8626,15968,10705,14879,11917,13864,11855,14807,13492,17929,16402,20162,20538,22670,30042,8709,29777,6487,16377,5203,14503,3641,13880,1497,9737,69,3036,0,0,0,0,0,0
24-Jan,경인선,1811,동인천,1401,14,7427,2596,18746,10041,41699,20995,33039,28626,20427,16590,19869,16417,20853,19212,22548,20097,22798,22459,22704,20499,25893,21788,28040,23514,36174,27011,37390,35485,16225,34850,12424,20683,9692,16330,6476,15252,2636,9448,11,3331,1,1,0,0,0,0
24-Jan,경인선,1812,인천,354,3,1208,946,3221,2765,5435,5056,4546,7793,3043,3793,3223,4705,3948,6930,5250,7708,6880,6806,8385,5980,9335,4782,9990,4183,12612,4048,11824,3510,4584,2715,3676,2082,2334,1952,1362,1511,404,1098,10,901,0,1,0,0,0,0
24-Jan,경인선,1813,구일,199,0,4212,1522,10065,4836,25738,5878,22051,9898,12724,5832,9654,4648,8920,4324,9402,5401,8418,6568,7814,7189,8447,9159,9990,10575,10325,14656,10213,25061,4538,19194,2949,10961,2369,10517,2186,8370,861,6045,41,401,2,0,0,0,0,0
24-Jan,경인선,1814,소사,971,5,13114,2698,13026,4773,27480,6269,24537,8281,17199,8000,13759,7981,12641,8534,13688,9291,12191,10059,11086,10601,10716,11741,11599,15299,11558,18606,10254,24821,5936,20456,4341,13193,3412,11796,2411,10096,1030,6897,64,1813,0,0,0,0,0,0
24-Jan,경인선,1815,부개,2058,17,10461,1292,16821,3023,40584,4741,31818,8498,19099,6483,14835,6187,13995,7709,13969,9467,13134,9646,10737,11312,10403,13688,11134,17636,10614,22106,10931,30803,5804,27224,4241,16704,3524,14297,2524,11113,1386,7830,168,1706,0,0,0,0,0,0
24-Jan,경인선,1816,간석,317,12,5720,1277,11092,2870,21235,3666,18539,8856,11698,5303,9514,5139,9062,5811,10093,6771,9257,7628,8179,7629,8523,9206,8788,11125,9178,13487,9651,18641,4765,17893,3840,10501,3415,8288,2804,8013,1256,5196,125,1956,0,0,0,0,0,0
24-Jan,경인선,1817,도원,394,11,2133,821,3515,1617,6769,3266,6446,9969,4845,3470,4343,4194,4775,3620,5196,3659,4991,4672,4770,4533,5880,4825,5812,5183,5898,5912,7017,6479,2508,5896,2005,3793,1742,3181,830,2710,362,2179,13,1084,0,0,0,0,0,0
24-Jan,경인선,1821,온수(성공회대입구),126,1,5155,1313,7971,3117,21452,5197,19414,9469,12688,5868,10125,5571,10406,5362,11369,6472,10489,6886,9006,7982,8530,9479,9872,10552,9336,13723,9473,21523,4431,17157,3326,10244,3650,9211,2589,8295,1488,5043,96,781,0,0,0,0,0,0
24-Jan,경인선,1822,중동,875,13,10884,1040,18932,3533,42338,4834,32517,10181,19132,8051,14641,7496,14741,8808,14852,10280,14175,10841,12167,11375,11845,13877,11800,17612,12632,23343,11596,32525,6591,29252,4962,17091,4231,14768,2709,12698,1297,8285,114,1853,0,0,0,0,0,0
24-Jan,경인선,1823,도화,248,7,4392,868,6526,2052,15468,3435,12739,7312,8470,4672,7103,3754,7181,4270,7234,5038,6857,5623,6220,5946,5948,6676,6783,7902,6952,9428,7171,11027,3230,11245,2593,6311,1811,5310,1303,4816,575,3819,50,1731,0,0,0,0,0,0
24-Jan,경원선,1008,이촌(국립중앙박물관),58,0,1077,587,3367,2264,8623,4321,9550,8593,7872,4963,6636,3849,6353,3663,6673,3697,6899,4523,6267,4394,6977,5075,7960,5619,9844,6810,9955,8499,4749,6236,4032,4325,3360,3903,1814,3883,605,2417,42,815,0,0,0,0,0,0
24-Jan,경원선,1009,서빙고,54,0,1025,649,2162,4204,3128,4384,3504,9801,3293,3823,3095,3087,2785,2373,3265,2253,3839,3221,3410,2834,3913,3533,6291,3475,7728,2987,7797,4215,2732,3516,2044,1712,1810,1815,911,1558,260,920,14,229,0,0,0,0,0,0
24-Jan,경원선,1010,한남,182,3,1403,770,1930,6550,3538,10897,4646,15411,4131,10620,4209,6661,4756,5186,5554,5307,5164,5356,6095,4946,8358,4638,10344,6272,15854,6437,15152,7104,6807,5356,5407,2628,5419,2727,4669,1983,1951,1157,79,354,0,0,0,0,0,0
24-Jan,경원선,1011,옥수,0,0,0,28,2,94,59,10,180,166,40,27,25,156,28,222,12,128,10,18,30,3,13,34,379,71,370,118,94,38,319,18,60,26,72,16,14,12,3,0,0,0,0,0,0,0,0,0
24-Jan,경원선,1012,응봉,100,0,1233,188,2630,1316,6978,1424,7881,2054,5007,1312,3676,1378,3287,1494,2807,1795,2739,2514,2538,2738,2530,2697,3168,3913,2955,4610,2344,5793,1589,4860,1249,2900,991,2569,547,2219,214,1387,7,464,0,0,0,0,0,0
24-Jan,경원선,1013,왕십리(성동구청),823,16,5216,1311,8465,6053,26881,11713,43882,21300,28354,17548,16387,18778,17776,21712,21293,24271,24890,25615,25580,25797,28176,29224,31556,33747,35389,47774,34689,69281,26748,49192,26382,27393,30472,22453,26781,20227,11726,10991,1211,4092,0,0,0,0,0,0
24-Jan,경원선,1014,청량리(서울시립대입구),1280,17,5467,1365,7759,11611,31050,15100,44156,20798,27944,30155,31565,29722,31684,39981,35079,35044,36028,33797,35755,39167,33797,39672,44668,37952,38067,37663,36248,54586,26448,38442,30217,22373,15404,22961,11623,14214,5355,8023,226,3366,0,0,0,0,0,0
24-Jan,경원선,1016,외대앞,375,34,4753,3726,7930,11356,19816,4797,24414,15367,14794,10507,11856,8793,13369,9870,13733,11704,15326,11584,14635,12102,19707,13447,20975,15296,20042,17995,14260,24339,9236,19104,7020,13655,6720,13241,5643,13541,2984,10186,163,2304,0,0,0,0,0,0
24-Jan,경원선,1017,신이문,1299,12,8026,1784,13816,4815,33866,4140,38983,8626,22417,5121,15173,5777,13845,6904,14206,8700,13346,9348,11184,10553,10762,14602,12325,16604,10832,21269,9508,32536,5690,23870,3619,16400,2566,13918,2102,12431,901,7925,76,1699,0,0,0,0,0,0
24-Jan,경원선,1018,석계,1155,7,5704,1509,10348,3936,21509,4655,25393,7335,16399,6213,14043,6375,13282,7973,13410,9287,13234,10193,11633,12186,11472,16097,11168,20228,11458,24445,9975,35795,6957,25563,5733,16848,5254,15069,4287,12037,2425,7414,88,1722,0,0,0,0,0,0
24-Jan,경원선,1019,광운대,2033,23,6392,1113,13461,2444,32320,4243,28653,9710,15542,8508,11866,7109,11649,8255,12106,9698,11966,9775,11684,10848,10448,12557,11850,15206,10739,16850,11440,26068,6322,21475,5380,13214,4715,11945,3286,10706,1704,8179,130,4680,2,1,0,0,0,0
24-Jan,경원선,1020,월계,966,14,4849,1130,9764,2217,24289,4513,23200,8232,14066,6921,11570,5226,10827,5591,11599,7025,10578,7582,8985,8113,8481,9814,10234,12971,9079,14042,8011,22524,4756,18166,3293,9906,2528,9600,2050,8514,802,5280,77,1159,0,0,0,0,0,0
24-Jan,경원선,1021,녹천,1148,50,4014,661,7775,1265,20348,2764,18527,4548,9980,2578,8123,3452,6739,3431,8102,4596,6403,4243,5313,5262,5486,5983,5290,7345,6001,8889,4287,14442,3121,12432,1780,7558,1791,6297,1099,6052,412,3523,38,898,0,0,0,0,0,0
24-Jan,경원선,1022,창동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,1,0,1,0,2,0,0,0,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
24-Jan,경원선,1901,방학,560,15,11562,1717,14411,5837,33416,8815,29410,19764,20051,11243,17217,11347,16103,10573,18625,12490,16487,13480,14975,15918,14884,18527,15619,21083,16843,24199,17747,28324,9659,28572,7009,14839,6038,12459,4101,11664,1865,6615,228,2358,0,0,0,0,0,0
24-Jan,경원선,1902,도봉,185,17,6568,1218,9735,2817,19697,3585,17398,10337,12605,7834,11205,7492,10638,6709,10361,8452,10472,9026,9947,9400,9570,10503,9541,12262,10109,14099,10273,16174,4333,15293,2820,8927,2455,7276,1709,6918,815,4025,101,1426,0,0,0,0,0,0
24-Jan,경원선,1903,도봉산,313,4,6013,846,9201,2103,20451,3499,20145,4946,13484,9050,11942,12310,12180,12555,14581,13063,17476,10828,19321,9658,19824,9490,17503,9448,13920,8903,11453,9544,6341,8812,3856,5304,2908,4692,1866,4111,916,2780,115,1224,0,0,0,0,0,0
24-Jan,경원선,1904,망월사,381,4,7049,1051,11947,2989,26488,4421,24430,12095,16451,8845,13466,7273,12570,8711,12726,10207,13568,9842,11365,10666,10358,12539,10687,15795,12132,17675,9232,25068,5029,22265,3937,13860,3272,11235,2341,10000,1046,5900,224,2936,0,0,0,0,0,0
24-Jan,경원선,1905,회룡,1381,6,14541,2232,28497,5596,56785,8593,47339,11706,29437,11486,26327,10575,24606,12767,23779,14646,20991,16495,17720,19894,16612,22894,16317,27833,15198,33779,12743,47066,7241,44387,5846,24530,4773,20558,3634,16738,1584,10945,332,4652,0,0,0,0,0,0
24-Jan,경원선,1906,의정부,2569,10,9748,2485,28510,7594,48179,12053,45236,34633,27188,34930,23096,26626,26242,30134,29609,32916,30416,36532,32223,33530,36235,31701,37415,36168,41559,40945,44666,55571,25746,52582,24982,29786,17566,24650,13644,20060,7388,14695,1099,7389,0,0,0,0,0,0
24-Jan,경원선,1907,가능,332,5,7653,1393,11633,3766,23466,7103,20829,10611,11961,7179,11498,5649,10839,6910,10951,7479,9585,8738,8882,7821,9007,10061,9752,11819,11004,14257,9434,18674,5513,19937,4663,12222,3663,9044,2558,8345,1091,4720,195,1955,0,0,0,0,0,0
24-Jan,경원선,1908,녹양,249,2,5157,752,7973,2002,16453,4345,13430,6948,8173,4311,7505,3244,7047,4657,7790,4819,6941,5463,6015,5149,6622,6669,6319,7641,7185,9794,7594,13479,3629,13485,2653,8476,2421,6043,1356,6229,731,3728,95,1355,0,0,0,0,0,0
24-Jan,경원선,1909,양주,1798,8,5214,1170,10614,4974,28807,9518,21158,9358,15932,6861,14666,5332,13634,6439,12745,8274,12579,8616,10059,10082,9941,11154,10874,11520,11780,16997,12593,21200,5998,23000,3531,15235,2653,10183,1731,11136,696,5508,103,2522,0,0,0,0,0,0
24-Jan,경원선,1910,덕계,16,1,5385,725,14544,4061,22807,4029,19481,6744,10354,3576,8902,2872,7675,3276,6739,3915,7002,4285,5780,4808,6173,6685,7524,7771,6359,11843,6653,17730,3117,16278,2299,10042,1699,8929,1481,6417,506,4554,85,2033,0,0,0,0,0,0
24-Jan,경원선,1911,덕정,1,0,3733,1429,9147,6193,18430,8755,17791,11586,11015,6655,10086,4972,8917,5244,8992,5929,11231,7218,7635,7479,7894,8155,8782,8524,11095,11753,11759,15562,4988,14212,3345,9021,2399,8627,2064,6066,1205,4148,254,2105,0,0,0,0,0,0
24-Jan,경원선,1912,지행,72,2,4786,1142,10638,2464,19155,5261,20218,11063,14360,6311,12259,6425,11179,6522,11293,7810,10597,9044,9706,10772,9427,11263,9914,13175,10497,16310,10922,20901,7072,18944,5675,12412,5247,9699,3642,9070,2221,5427,265,3897,0,0,0,0,0,0
24-Jan,경원선,1913,동두천중앙,20,2,2441,679,4490,2135,7333,3443,8092,8226,5755,3952,5972,4319,5595,4523,6641,4684,5461,4985,5216,5651,5680,5044,5620,5740,5280,5986,6321,6943,2478,5889,1759,3894,1301,2877,808,2817,379,1982,48,1129,0,0,0,0,0,0
24-Jan,경원선,1914,보산,12,0,1269,412,1804,1008,3500,2385,3346,2435,2977,1574,2986,1639,2668,1495,2928,1334,2607,2068,2745,2167,3000,2424,3669,3001,3247,3403,2908,3846,1375,4447,1036,2656,741,1911,367,1608,223,1229,12,577,0,0,0,0,0,0
24-Jan,경원선,1915,동두천,39,1,945,437,2409,1767,3760,4868,4802,3259,3458,2090,3396,1815,3322,2123,3067,2621,3515,2558,2957,2739,3137,2238,3519,2955,3021,3683,3558,3987,1484,3135,929,2585,606,2089,388,1390,240,1762,4,626,0,0,0,0,0,0
24-Jan,경원선,1916,소요산,79,1,552,437,395,761,1562,984,2654,1613,2087,2411,2623,4570,3346,6198,4209,6671,6738,5670,6985,5147,7093,3473,5085,2707,3091,2191,2125,1615,680,1299,633,1162,279,633,168,581,74,486,2,316,0,0,0,0,0,0
24-Jan,경원선,1917,청산,0,0,22,1,64,158,422,144,312,275,275,93,237,126,248,196,254,229,280,272,335,228,224,217,287,261,287,230,188,209,80,207,68,177,29,122,17,101,17,100,1,59,0,0,0,0,0,0
24-Jan,경원선,1918,전곡,0,0,434,11,966,255,1955,483,3235,1441,3261,1788,2906,1516,2615,1803,2871,2509,3126,2516,2794,2285,2484,2181,2741,2633,2088,2879,1674,2958,969,2784,925,1380,491,1256,349,1040,218,849,13,674,0,0,0,0,0,0
24-Jan,경원선,1919,연천,1,0,216,9,577,166,1019,534,3177,2229,2392,1507,1981,2591,2117,4879,3422,6427,5172,5648,5903,4269,5833,3045,4437,2377,2618,2242,1973,1700,651,1703,516,985,198,546,103,459,39,287,1,204,0,0,0,0,0,0
24-Jan,안산선,1751,산본,626,7,9194,1757,24241,6191,54747,14557,52761,29224,27325,22950,23365,20829,23488,21705,25435,24947,24335,27053,24248,25311,27511,28026,28500,33099,27774,39433,33564,67282,19964,55462,17038,30649,16332,24632,13095,19842,5495,12424,619,4346,0,0,0,0,0,0
24-Jan,안산선,1752,대야미,6,1,2942,825,7692,2940,17415,4663,18089,7251,11323,3348,8537,3771,7884,4399,7833,4864,7838,5068,7075,5517,7552,7342,7596,8776,8580,10122,9512,16531,4907,12225,3567,8808,2138,7083,1544,6996,830,4640,114,1264,0,0,0,0,0,0
24-Jan,안산선,1753,반월,3,0,3548,853,8465,2604,16999,3828,15168,4884,9354,3268,7855,3372,7181,4021,7244,4274,6703,4704,5493,5605,5407,7031,5868,9288,6172,9208,7313,15746,3328,11835,2697,9357,1818,6770,1230,6134,534,3703,140,1097,0,0,0,0,0,0
24-Jan,안산선,1754,상록수,446,29,13572,2453,30593,8440,64762,10481,59574,14554,33496,11549,25032,10371,22494,11715,22654,13842,20187,15531,17123,17694,17993,20816,18790,27860,20960,38220,20355,63372,13327,53813,9821,35632,7721,30932,6097,24315,2432,17287,474,4690,0,0,0,0,0,0
24-Jan,안산선,1755,한대앞,98,3,7649,920,18418,3896,30770,7517,24811,15407,17399,12598,13712,9233,13253,8697,13887,10266,13006,10708,12221,11370,12460,13036,13396,16898,16540,22851,17067,33446,9161,25714,7326,17334,6608,13911,5226,12105,2121,8413,245,2143,0,0,0,0,0,0
24-Jan,안산선,1756,중앙,281,29,10772,1251,30994,9509,56298,14630,46235,35884,25384,30667,23402,21269,26479,21035,29991,26000,26571,28884,26390,28505,28192,29581,33182,33009,35731,46320,38478,70560,25062,57184,23292,36423,24145,28835,20857,23348,9762,18484,1099,5738,0,0,0,0,0,0
24-Jan,안산선,1757,고잔,189,1,5193,970,16450,5201,29093,13151,20742,28123,13876,15158,13267,10963,13522,10251,12989,10697,12242,12165,13455,11909,14802,11162,16183,12035,22248,16693,23015,24168,8576,19911,6770,12037,6290,10285,4557,8888,2182,7590,177,2889,0,0,0,0,0,0
24-Jan,안산선,1758,초지,338,2,4225,319,12031,4089,22854,8863,16324,10195,9574,4845,7106,3648,6788,4055,8048,4497,6232,5012,5799,5410,5966,6268,6809,7267,9577,11259,10248,17218,4900,16260,3821,10400,3028,8826,1786,7439,627,6197,59,2270,0,0,0,0,0,0
24-Jan,안산선,1759,안산,1353,8,9724,1536,12098,16016,21283,39570,21867,32124,18448,15997,16060,12764,15817,15114,17332,15205,17401,15349,18617,15942,19621,16922,23591,17967,43174,24240,46400,25288,21515,20831,17226,15164,9329,12507,4386,9374,1369,6027,99,2552,0,0,0,0,0,0
24-Jan,안산선,1760,신길온천,45,0,2466,106,4199,1933,7288,3460,5595,2846,3842,1310,3306,1277,2856,1724,2932,1858,2625,1699,2453,2144,2692,2763,3049,3099,4444,4971,3994,6112,1814,5029,1190,3225,804,2995,508,2294,184,1717,26,602,0,0,0,0,0,0
24-Jan,안산선,1761,정왕,253,4,7816,1025,11123,12881,19624,25259,17718,25612,13736,13817,11921,9104,11502,9555,12677,11100,12265,10832,12019,11107,14275,12215,16362,12139,24173,18682,30953,22535,11595,17257,9582,13379,6117,11083,3722,9408,1263,6844,82,2070,0,0,0,0,0,0
24-Jan,안산선,1762,오이도,230,1,6231,424,14007,6598,29254,11833,22492,10348,13606,6910,11438,7209,11266,9161,12026,10764,11662,9848,10400,11067,11719,12360,12960,13848,16293,18029,16757,25654,8895,22805,7061,13688,5537,11833,4117,10891,1422,7494,17,3331,0,0,0,0,0,0
24-Jan,안산선,1763,수리산,17,0,3420,489,8939,1928,17470,4136,17357,4508,9569,3246,7148,3620,7151,3003,5993,3245,5827,3646,4708,3839,4707,5443,4889,6463,4931,7897,4914,12671,2584,10217,1830,6593,1298,5318,919,5026,404,2910,76,943,0,0,0,0,0,0
24-Jan,과천선,1450,선바위,2,0,820,1173,5808,9032,16096,22711,18376,28214,13264,16477,10165,7482,9423,7129,10212,7130,10431,7580,10222,6957,11561,7857,15445,8985,27280,11520,33902,16098,13840,12057,9050,8783,6937,7518,3398,6840,1163,4087,91,725,0,0,0,0,0,0
24-Jan,과천선,1451,경마공원,1,0,302,503,999,2255,2268,3821,2343,11032,2313,28027,2417,36095,2802,20404,3358,17718,4847,15139,6866,9509,12264,5598,18852,3792,29957,2296,62812,2549,7829,1705,2095,1241,608,896,253,848,142,564,17,92,0,0,0,0,0,0
24-Jan,과천선,1452,대공원,0,0,80,328,311,2976,705,4264,929,9759,1309,15165,1596,15911,3155,9017,6828,7087,7072,6954,8289,5628,9877,2990,11990,1997,11994,1361,9826,1173,5630,815,2698,463,987,393,289,305,115,160,13,25,0,0,0,0,0,0
24-Jan,과천선,1453,과천,4,0,2692,323,10307,2223,27924,4578,25435,8547,16644,4914,12750,4888,11766,4881,11826,6404,11206,6679,9626,8074,9822,9625,10146,11985,9812,15241,8829,23643,4632,20469,3287,12374,1938,12346,1527,11428,627,7065,71,1221,0,0,0,0,0,0
24-Jan,과천선,1454,정부과천청사,9,1,1760,989,7853,13995,22918,29931,19726,86999,14565,19210,11876,11772,12536,11150,13799,12005,15286,12806,15260,13007,17318,12710,24182,14690,37726,18324,61414,25584,16978,21316,14091,11390,12670,10592,6760,9130,2106,5478,239,1087,0,0,0,0,0,0
24-Jan,과천선,1455,인덕원,87,0,8543,4073,29408,17426,80222,42660,68134,106269,43121,39078,34246,21638,31600,20830,33880,21972,31876,26131,29444,25741,33230,29771,41997,35898,61080,54668,88089,86088,32348,72811,25171,39082,23737,36524,16509,33308,6407,21344,637,5822,0,0,0,0,0,0
24-Jan,과천선,1456,평촌,54,1,4336,3476,21966,12172,61170,35212,46745,91036,26145,31847,20436,15960,19971,14010,20401,14248,18940,19336,19735,16594,23242,17049,27759,21760,48356,29471,67077,48930,24377,43354,18709,24361,17584,19829,12231,17203,4355,10447,447,3278,0,0,0,0,0,0
24-Jan,과천선,1457,범계,90,3,8905,3304,36353,14612,95133,24795,75637,61149,40918,44261,33037,32019,33454,31542,38689,31935,37310,39270,36871,36707,41411,41397,46848,47837,53606,62427,64162,104771,39367,83040,39425,42282,31059,35986,27392,30365,12254,18344,1155,5433,0,0,0,0,0,0
24-Jan,분당선,1023,선릉,60,3,1188,1825,2568,11119,5263,48792,7304,144961,6319,101043,7004,43892,8765,27028,11035,24483,12636,26021,15336,20693,19760,17203,28479,18708,53014,21932,84544,26769,38229,15822,25400,8115,23900,6729,19295,5835,5423,3430,243,687,0,0,0,0,0,0
24-Jan,분당선,1024,한티,34,4,2475,1532,8133,9622,21796,27005,27284,59029,18424,51939,15621,30227,17530,23907,22693,30683,26100,37843,24575,24802,28492,24174,33293,27680,57966,39910,53438,40275,31412,27976,33351,16029,27524,15305,37333,12790,5267,6848,238,459,2,0,0,0,0,0
24-Jan,분당선,1025,도곡,83,2,1566,1197,4286,7135,10473,13971,14725,26402,12003,21844,10300,9684,11307,9805,11622,9598,12343,9841,12901,9908,15353,10188,16729,10821,24078,13435,26867,16312,13141,13629,9334,8710,7262,7590,5583,6801,1310,3942,73,300,0,1,0,0,0,0
24-Jan,분당선,1026,구룡,1,0,781,659,2201,7644,5419,7262,7514,10186,5706,4898,5015,3366,4780,2524,4954,3106,4931,3602,6065,4009,5779,3983,10864,4364,8654,5524,6018,7055,3334,5698,1784,3508,1490,3168,781,3141,227,2052,15,69,0,0,0,0,0,0
24-Jan,분당선,1027,개포동,4,0,939,637,3988,3228,12510,4817,14483,10061,9441,8753,7385,7089,7006,6080,8496,7184,7300,7195,7318,7006,7466,7749,8322,8299,9628,10789,9955,14590,6237,12234,5093,7583,5099,6868,4422,6556,1729,3890,112,101,0,0,0,0,0,0
24-Jan,분당선,1028,대모산입구,8,0,2546,644,7445,2651,23170,5990,26089,10603,14915,6810,10046,4427,9225,5226,9226,5870,8884,7189,7562,6907,7746,8885,9512,9855,11264,13300,10675,20200,5441,17707,3417,10464,2732,10095,1935,10363,635,5858,12,276,0,0,0,0,0,0
24-Jan,분당선,1030,수서,37,0,3727,3853,6857,14387,26855,26791,39945,48572,26939,29755,29201,19996,19859,18237,26598,21597,22916,19448,17104,19347,25176,22486,28536,26455,38810,33512,45010,46763,20069,32196,20983,21453,13912,18014,14888,16527,8041,6583,14,927,0,0,0,0,0,0
24-Jan,분당선,1031,복정,0,0,0,0,0,0,2,0,2,0,1,0,1,0,2,0,3,0,0,0,1,0,4,0,2,0,3,0,3,0,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
24-Jan,분당선,1846,수원,635,8,5368,740,9544,4295,23113,7777,22885,13828,11437,12081,7833,9166,8394,10983,9518,11826,10228,12287,10525,12410,13020,11590,14598,14301,17146,20262,19998,27657,14348,19453,14413,10338,12458,8167,11343,5584,4484,3661,132,718,0,0,0,0,0,0
24-Jan,분당선,1847,서울숲,156,0,2577,610,4737,5686,12529,25067,23343,49198,15519,37238,9162,22577,9759,18435,11534,19139,14010,20617,15711,19122,19557,19057,25413,20086,44167,22406,56305,29653,32392,18691,19573,9809,17664,7824,10259,7403,2873,3802,73,961,0,0,0,0,0,0
24-Jan,분당선,1848,압구정로데오,181,5,3221,991,4222,11628,5554,24735,8529,78011,8411,107824,9835,57620,14132,40822,18521,35610,21999,36187,27863,33682,36468,31927,45524,33670,71052,40381,95244,45997,69490,26707,56117,12301,40640,8590,30592,6993,12053,4323,630,982,0,0,0,0,0,0
